0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.01837158203125,0.02335357666015625,0.02069091796875,0.01979827880859375,0.02239227294921875,0.020687103271484375,0.01937103271484375,0.0205535888671875,0.0198974609375,0.02034759521484375,0.02008056640625,0.020244598388671875,0.019786834716796875,0.020099639892578125,0.02044677734375,0.02020263671875,0.01981353759765625,0.019680023193359375,0.01964569091796875,0.0197296142578125,0.019618988037109375,0.019863128662109375,0.018993377685546875,0.018810272216796875,0.018848419189453125,0.01873779296875,0.018566131591796875,0.018749237060546875,0.01879119873046875,0.01889801025390625,0.01873016357421875,0.018642425537109375,0.0186767578125,0.018718719482421875,0.018787384033203125,0.01868438720703125,0.021327972412109375,0.020008087158203125,0.0191497802734375,0.01883697509765625
