0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.08432361483573914,0.08076402544975281,0.06705839931964874,0.06961867213249207,0.06747817993164062,0.066836878657341,0.0664430633187294,0.06855661422014236,0.06763750314712524,0.06704428046941757,0.06497187167406082,0.06686118990182877,0.06737707555294037,0.064877450466156,0.06577480584383011,0.06566318869590759,0.06575179100036621,0.0641811266541481,0.0636400580406189,0.06304123997688293,0.06250062584877014,0.06408040970563889,0.061667218804359436,0.06192531809210777,0.06268352270126343,0.06351721286773682,0.06359277665615082,0.06290946155786514,0.06352242827415466,0.06344873458147049,0.06277459859848022,0.07033384591341019
