0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.05561403930187225,0.044814419001340866,0.039192084223032,0.0446174293756485,0.04308759421110153,0.03405570238828659,0.03613898903131485,0.04187880456447601,0.039096321910619736,0.039389029145240784,0.03764104098081589,0.04181413725018501,0.034255050122737885,0.037120044231414795,0.038027551025152206,0.034092895686626434,0.03409050405025482,0.03392622619867325,0.03277400881052017,0.03356023505330086,0.0345909483730793,0.037409450858831406,0.03269095718860626,0.03299738094210625,0.03475881367921829,0.03300883620977402,0.034623321145772934,0.03481168672442436,0.033749811351299286,0.03492165356874466,0.03286782279610634,0.039675042033195496
