0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.07556983083486557,0.04958048462867737,0.04985691234469414,0.04893600568175316,0.04765699803829193,0.04861538112163544,0.05021817982196808,0.050498463213443756,0.05275588110089302,0.050217144191265106,0.049762316048145294,0.050206687301397324,0.0498819500207901,0.051732297986745834,0.05102524906396866,0.05171089991927147,0.04950864240527153,0.05083881691098213,0.05138150230050087,0.05097968503832817,0.04970071464776993,0.050390057265758514,0.04910874739289284,0.05004923790693283,0.04986272379755974,0.048868440091609955,0.05007990822196007,0.05772962048649788
