0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.10435760766267776,0.07889159768819809,0.07904719561338425,0.08059035241603851,0.08579729497432709,0.0851706936955452,0.08724310249090195,0.0827421322464943,0.08378523588180542,0.08318248391151428,0.0855492651462555,0.0840911790728569,0.08391912281513214,0.08315306156873703,0.08275026828050613,0.08264651894569397,0.08177077025175095,0.07983284443616867,0.08044776320457458,0.08778195828199387,0.07829327881336212,0.08056396245956421,0.07971031963825226,0.0794188603758812,0.08003030717372894,0.07794204354286194,0.08161170780658722,0.07879350334405899
