0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.13896997272968292,0.08353516459465027,0.0811009481549263,0.08310192078351974,0.07758541405200958,0.07951441407203674,0.08011654019355774,0.07943249493837357,0.08547329902648926,0.07821498066186905,0.07682150602340698,0.08032161742448807,0.07993277907371521,0.08160223066806793,0.0795959085226059,0.08157634735107422,0.07871127873659134,0.07841704040765762,0.07945805042982101,0.0808352679014206,0.07867234945297241,0.07889890670776367,0.0761704370379448,0.07820926606655121,0.07791535556316376,0.07799752056598663,0.07943388819694519,0.10235264897346497
