0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.009682931937277317,0.015628937631845474,0.011045394465327263,0.03311452642083168,0.011374196968972683,0.012743550352752209,0.012451171875,0.015318839810788631,0.00923009030520916,0.009501795284450054,0.007871566340327263,0.010189917869865894,0.00895838625729084,0.010391728021204472,0.013053648173809052,0.008262388408184052,0.012379308231174946,0.008691603317856789,0.009167086333036423,0.008459275588393211,0.008285029791295528,0.010157431475818157,0.008684219792485237,0.008330806158483028,0.008983980864286423,0.008562149479985237,0.008541968651115894,0.009340347722172737,0.009149858728051186,0.009957590140402317,0.008840253576636314,0.012045583687722683
