0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.030696673318743706,0.022299129515886307,0.021525288000702858,0.02205653116106987,0.025208454579114914,0.022546997293829918,0.023401226848363876,0.023198330774903297,0.02308170683681965,0.022420939058065414,0.02262260392308235,0.023085560649633408,0.022514477372169495,0.022911405190825462,0.02290317974984646,0.02313620038330555,0.02278844080865383,0.022614318877458572,0.022790824994444847,0.024026334285736084,0.022537462413311005,0.022801673039793968,0.02272293157875538,0.022141333669424057,0.022302472963929176,0.021914592012763023,0.023367989808321,0.022685160860419273
