0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.014283099211752415,0.014216475188732147,0.01284745428711176,0.012794116511940956,0.011969611048698425,0.012241071090102196,0.01203952357172966,0.012494430877268314,0.01228730846196413,0.012150395661592484,0.012347173877060413,0.01217377744615078,0.012559098191559315,0.012560329400002956,0.01219630241394043,0.012317979708313942,0.011917512863874435,0.011978132650256157,0.012077613733708858,0.011993198655545712,0.011694091372191906,0.011921174824237823,0.01174168661236763,0.01172624435275793,0.01164931245148182,0.01171471644192934,0.01171792857348919,0.011835259385406971,0.01182463951408863,0.011775365099310875,0.011733613908290863,0.011750353500247002
