0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.021251678466796875,0.020702362060546875,0.020137786865234375,0.01934051513671875,0.02030181884765625,0.019115447998046875,0.0189208984375,0.0205078125,0.0191497802734375,0.020610809326171875,0.019214630126953125,0.019275665283203125,0.01950836181640625,0.018985748291015625,0.01941680908203125,0.019435882568359375,0.01924896240234375,0.019329071044921875,0.018871307373046875,0.01891326904296875,0.01903533935546875,0.01898193359375,0.018825531005859375,0.018768310546875,0.018749237060546875,0.018733978271484375,0.01857757568359375,0.018688201904296875,0.018680572509765625,0.018688201904296875,0.018741607666015625,0.018682479858398438,0.01889801025390625,0.018566131591796875,0.018707275390625,0.01873779296875,0.018795013427734375,0.018955230712890625,0.01891326904296875,0.01873016357421875
