0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.015751348808407784,0.016454704105854034,0.015464000403881073,0.015754202380776405,0.015709135681390762,0.014953462406992912,0.015703389421105385,0.016357457265257835,0.01674414612352848,0.0156408604234457,0.015483707189559937,0.016363434493541718,0.01563345640897751,0.015023636631667614,0.01625983603298664,0.015409073792397976,0.015460909344255924,0.014751534909009933,0.014727781526744366,0.014551756903529167,0.014547483064234257,0.015076386742293835,0.014560849405825138,0.014535169117152691,0.014534487389028072,0.014526356011629105,0.01466407161206007,0.014477243646979332,0.014732347801327705,0.014263417571783066,0.014447877183556557,0.017322933301329613
