0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.08086463063955307,0.07756809145212173,0.07987778633832932,0.07770472019910812,0.077239029109478,0.07860752195119858,0.07850949466228485,0.07959449291229248,0.08160421252250671,0.07982724159955978,0.08027097582817078,0.08480728417634964,0.08251997083425522,0.0810670256614685,0.08047352731227875,0.08106621354818344,0.08218395709991455,0.08013924211263657,0.08327821642160416,0.07945439964532852,0.08370412141084671,0.0830303356051445,0.08310702443122864,0.08158525824546814,0.08245381712913513,0.08479093015193939,0.08061505109071732,0.08197343349456787,0.08160857856273651,0.0821712464094162,0.08036702126264572,0.08202880620956421,0.0816878154873848,0.08119294792413712,0.08146574348211288,0.07959935069084167,0.0800643190741539,0.07962323725223541,0.08033353835344315,0.08067973703145981,0.07918138802051544,0.07847235351800919,0.0786544680595398,0.07915392518043518,0.07945950329303741,0.07944244891405106,0.08114998042583466,0.07893183082342148
