0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
4.62918758392334,4.560517311096191,4.572434425354004,4.607370376586914,4.58702278137207,4.574943542480469,4.498839378356934,4.660161972045898,4.532626628875732,4.5531907081604,4.554131031036377,4.594720840454102,4.57244873046875,4.543910980224609,4.601805210113525,4.567173957824707,4.560276031494141,4.537654876708984,4.647098064422607,4.583365440368652,4.541465759277344,4.557214260101318,4.551535129547119,4.568126678466797,4.573029518127441,4.465432643890381,4.614935874938965,4.429989814758301
