0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.05100822448730469,0.030971242114901543,0.028903108090162277,0.021694133058190346,0.03302771970629692,0.027100596576929092,0.029671313241124153,0.022240938618779182,0.025875704362988472,0.023622723296284676,0.02357472851872444,0.022281242534518242,0.02244318276643753,0.023685665801167488,0.022981978952884674,0.020691469311714172,0.020020248368382454,0.021205101162195206,0.023321151733398438,0.019638538360595703,0.019872374832630157,0.028083909302949905,0.03241760656237602,0.019327981397509575,0.019665395841002464,0.020150398835539818,0.02595467120409012,0.022220037877559662
