0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.2013910859823227,0.16089709103107452,0.13164202868938446,0.133619487285614,0.11639625579118729,0.18736714124679565,0.15423519909381866,0.13666605949401855,0.13665194809436798,0.12489309906959534,0.14993883669376373,0.1744636744260788,0.1624266803264618,0.15824542939662933,0.17168639600276947,0.14480280876159668,0.16432003676891327,0.14107634127140045,0.19104744493961334,0.1687190979719162,0.15846247971057892,0.16183094680309296,0.17485648393630981,0.1627303510904312,0.17139028012752533,0.18509383499622345,0.1587926298379898,0.1586182564496994,0.1209481880068779,0.16827750205993652,0.15063191950321198,0.16585904359817505,0.15459929406642914,0.15106536448001862,0.16361549496650696,0.1625407338142395,0.1603696495294571,0.16219733655452728,0.15133167803287506,0.1526370793581009,0.15490080416202545,0.15267980098724365,0.15547819435596466,0.15472190082073212,0.15510621666908264,0.16528861224651337,0.14993427693843842,0.15344341099262238
