0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.06260709464550018,0.05832779034972191,0.058664776384830475,0.058589860796928406,0.05877985060214996,0.06124308332800865,0.05875835567712784,0.05783388763666153,0.06042417138814926,0.06043396517634392,0.05972837284207344,0.06023998558521271,0.06058685854077339,0.06080266833305359,0.059499070048332214,0.059154659509658813,0.05950608849525452,0.06088782846927643,0.0613894984126091,0.06261703372001648,0.06253724545240402,0.06154332309961319,0.06211116909980774,0.06105620414018631,0.06159849464893341,0.06286761164665222,0.06101658195257187,0.0634903535246849,0.06224185973405838,0.06205999106168747,0.06134162098169327,0.0602065734565258,0.060190461575984955,0.061401646584272385,0.0603967159986496,0.06032360717654228,0.06092429161071777,0.05954470485448837,0.059012845158576965,0.06024865433573723,0.05913893133401871,0.05878816917538643,0.058769628405570984,0.0592137835919857,0.05934661254286766,0.059498049318790436,0.06008167564868927,0.05883565545082092
