0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.021924061700701714,0.026469016447663307,0.023893039673566818,0.02444482408463955,0.023617690429091454,0.0229729562997818,0.02235623635351658,0.02313965931534767,0.021729879081249237,0.02172553353011608,0.02145666629076004,0.022031502798199654,0.021976575255393982,0.02157718501985073,0.02287817932665348,0.02178279310464859,0.02167600765824318,0.021000830456614494,0.02090609446167946,0.02076898328959942,0.020794210955500603,0.02104746177792549,0.02052880823612213,0.0207109022885561,0.020660195499658585,0.021299133077263832,0.020715072751045227,0.02102806605398655,0.02137172408401966,0.021077703684568405,0.021101877093315125,0.021524891257286072
